MI0000450,7.212294469,7.052721049,6.219396615
MI0000452,7.212294469,7.052721049,7.135687347
MI0000453,7.212294469,7.052721049,7.135687347
MI0000742,7.212294469,7.052721049,6.442540166
MIMAT0000062,4.814399196,4.654825776,4.995621184
MIMAT0000063,4.727387819,4.567814399,4.532997662
MIMAT0000064,4.909709376,4.750135956,4.884395548
MIMAT0000065,5.132852927,4.973279508,5.056245805
MIMAT0000066,4.909709376,4.750135956,4.884395548
MIMAT0000067,4.814399196,4.654825776,5.189777198
MIMAT0000069,5.015069891,4.855496472,5.430939255
MIMAT0000070,4.573237139,4.41366372,4.496630017
MIMAT0000072,5.602856556,5.443283137,5.26388517
MIMAT0000073,4.814399196,4.654825776,4.650780697
MIMAT0000075,4.727387819,4.567814399,4.78431209
MIMAT0000076,5.132852927,4.973279508,4.609958703
MIMAT0000077,5.266384319,5.1068109,5.056245805
MIMAT0000078,5.132852927,4.973279508,4.884395548
MIMAT0000080,5.015069891,4.855496472,5.430939255
MIMAT0000081,5.602856556,5.443283137,5.343927878
MIMAT0000082,5.602856556,5.443283137,5.749392986
MIMAT0000083,4.814399196,4.654825776,4.884395548
MIMAT0000084,6.519147288,6.359573869,5.056245805
MIMAT0000085,6.519147288,6.359573869,6.037075058
MIMAT0000086,6.11368218,5.954108761,5.189777198
MIMAT0000087,5.826000107,5.666426688,4.995621184
MIMAT0000088,6.11368218,5.954108761,6.442540166
MIMAT0000089,6.519147288,6.359573869,5.882924379
MIMAT0000090,6.11368218,5.954108761,5.526249435
MIMAT0000091,5.420534999,5.26096158,5.189777198
MIMAT0000092,6.11368218,5.954108761,6.219396615
MIMAT0000093,4.647345111,4.487771692,4.650780697
MIMAT0000095,5.602856556,5.443283137,5.343927878
MIMAT0000096,5.015069891,4.855496472,5.430939255
MIMAT0000100,5.826000107,5.666426688,6.037075058
MIMAT0000103,1.860436335,1.700862916,2.467542362
MIMAT0000104,5.602856556,5.443283137,5.343927878
MIMAT0000121,7.212294469,7.052721049,7.135687347
MIMAT0000122,7.212294469,7.052721049,6.730222239
MIMAT0000126,6.519147288,6.359573869,6.442540166
MIMAT0000133,7.212294469,7.052721049,7.135687347
MIMAT0000134,6.519147288,6.359573869,6.730222239
MIMAT0000136,7.212294469,7.052721049,7.135687347
MIMAT0000148,7.212294469,7.052721049,7.135687347
MIMAT0000149,7.212294469,7.052721049,6.730222239
MIMAT0000151,7.212294469,7.052721049,7.135687347
MIMAT0000212,7.212294469,7.052721049,7.135687347
MIMAT0000222,6.11368218,5.954108761,5.882924379
MIMAT0000227,6.11368218,5.954108761,5.882924379
MIMAT0000231,5.420534999,5.26096158,5.882924379
MIMAT0000243,5.420534999,5.26096158,5.343927878
MIMAT0000245,5.826000107,5.666426688,5.26388517
MIMAT0000246,7.212294469,7.052721049,7.135687347
MIMAT0000247,7.212294469,7.052721049,7.135687347
MIMAT0000248,7.212294469,7.052721049,6.730222239
MIMAT0000252,6.11368218,5.954108761,6.442540166
MIMAT0000253,7.212294469,7.052721049,5.343927878
MIMAT0000255,4.909709376,4.750135956,4.884395548
MIMAT0000256,5.602856556,5.443283137,5.526249435
MIMAT0000257,5.602856556,5.443283137,6.037075058
MIMAT0000258,6.11368218,5.954108761,5.749392986
MIMAT0000259,5.266384319,5.1068109,5.056245805
MIMAT0000261,6.519147288,6.359573869,5.882924379
MIMAT0000262,6.11368218,5.954108761,6.219396615
MIMAT0000263,5.266384319,5.1068109,5.749392986
MIMAT0000264,5.015069891,4.855496472,5.26388517
MIMAT0000265,5.015069891,4.855496472,5.343927878
MIMAT0000266,5.420534999,5.26096158,5.526249435
MIMAT0000267,6.519147288,6.359573869,5.63160995
MIMAT0000269,5.826000107,5.666426688,6.219396615
MIMAT0000274,5.420534999,5.26096158,5.749392986
MIMAT0000278,6.11368218,5.954108761,4.884395548
MIMAT0000279,7.212294469,7.052721049,5.26388517
MIMAT0000280,5.826000107,5.666426688,5.882924379
MIMAT0000281,5.602856556,5.443283137,5.749392986
MIMAT0000318,5.602856556,5.443283137,5.749392986
MIMAT0000376,7.212294469,7.052721049,7.135687347
MIMAT0000383,7.212294469,7.052721049,6.219396615
MIMAT0000387,7.212294469,7.052721049,7.135687347
MIMAT0000414,4.909709376,4.750135956,4.884395548
MIMAT0000415,4.727387819,4.567814399,4.78431209
MIMAT0000416,5.826000107,5.666426688,6.037075058
MIMAT0000417,5.132852927,4.973279508,5.120784326
MIMAT0000418,5.132852927,4.973279508,4.884395548
MIMAT0000419,6.519147288,6.359573869,5.526249435
MIMAT0000420,6.519147288,6.359573869,5.63160995
MIMAT0000421,6.519147288,6.359573869,6.037075058
MIMAT0000423,6.519147288,6.359573869,6.219396615
MIMAT0000425,5.420534999,5.26096158,5.189777198
MIMAT0000426,5.826000107,5.666426688,5.749392986
MIMAT0000427,7.212294469,7.052721049,6.730222239
MIMAT0000429,6.11368218,5.954108761,6.037075058
MIMAT0000431,6.11368218,5.954108761,5.63160995
MIMAT0000432,5.826000107,5.666426688,5.749392986
MIMAT0000435,5.266384319,5.1068109,5.343927878
MIMAT0000436,5.826000107,5.666426688,6.037075058
MIMAT0000437,4.909709376,4.750135956,5.189777198
MIMAT0000438,5.266384319,5.1068109,5.26388517
MIMAT0000440,7.212294469,7.052721049,5.63160995
MIMAT0000441,4.573237139,4.41366372,5.056245805
MIMAT0000443,6.11368218,5.954108761,5.26388517
MIMAT0000448,5.826000107,5.666426688,6.037075058
MIMAT0000449,5.602856556,5.443283137,5.63160995
MIMAT0000450,5.826000107,5.666426688,5.749392986
MIMAT0000451,5.420534999,5.26096158,5.749392986
MIMAT0000455,5.602856556,5.443283137,5.343927878
MIMAT0000456,4.909709376,4.750135956,4.884395548
MIMAT0000458,5.602856556,5.443283137,5.882924379
MIMAT0000459,6.11368218,5.954108761,5.882924379
MIMAT0000461,5.266384319,5.1068109,5.430939255
MIMAT0000462,6.11368218,5.954108761,6.037075058
MIMAT0000510,5.602856556,5.443283137,5.189777198
MIMAT0000521,7.212294469,7.052721049,7.135687347
MIMAT0000522,6.11368218,5.954108761,5.882924379
MIMAT0000523,6.519147288,6.359573869,6.730222239
MIMAT0000525,7.212294469,7.052721049,7.135687347
MIMAT0000528,7.212294469,7.052721049,7.135687347
MIMAT0000529,6.519147288,6.359573869,6.442540166
MIMAT0000530,7.212294469,7.052721049,6.442540166
MIMAT0000534,7.212294469,7.052721049,7.135687347
MIMAT0000537,6.519147288,6.359573869,6.730222239
MIMAT0000540,7.212294469,7.052721049,6.730222239
MIMAT0000541,7.212294469,7.052721049,7.135687347
MIMAT0000545,7.212294469,7.052721049,7.135687347
MIMAT0000565,7.212294469,7.052721049,7.135687347
MIMAT0000612,7.212294469,7.052721049,7.135687347
MIMAT0000616,7.212294469,7.052721049,7.135687347
MIMAT0000617,5.602856556,5.443283137,5.63160995
MIMAT0000646,4.909709376,4.750135956,5.343927878
MIMAT0000649,6.519147288,6.359573869,6.442540166
MIMAT0000658,7.212294469,7.052721049,7.135687347
MIMAT0000659,7.212294469,7.052721049,7.135687347
MIMAT0000666,7.212294469,7.052721049,7.135687347
MIMAT0000669,6.519147288,6.359573869,6.037075058
MIMAT0000670,7.212294469,7.052721049,6.730222239
MIMAT0000680,4.814399196,4.654825776,4.93846277
MIMAT0000681,6.11368218,5.954108761,5.526249435
