1.708894,1.584058,0.432400,0.701917,1.591578,0.199347,4.009008,0.125436,0.125436,0.478828,33.675666,0.126584,5.161533,162.242288,207.592046,0.218479,0.393937,0.297145,0.028336,0.385425,9.681831,1.370414,3.272644,0.526723,0.042431,2.427454,1.584058,1.680670,0.546595,7.167647,0.490804,2.118258,0.258894,0.932231,8.110540,23.509565,0.199347,2.200248,0.272781,6.419121,1.232824,1.708894,124.305089,2.035965,0.125436,25.150204,1.880466,1.584058,10.138147,19.657616,0.297145,1.350220,0.568729,1.591578,0.563988,89.721351,1.250285,7.352204,1.584058,5.315237,5.566945,201.887948,34.001766,10.469792,21.166048,1.806156,37.516668,0.084080,0.136849,0.139955,0.048895,0.342883,0.071986,0.046796,0.022301,0.046796,0.025892,0.084080,27.896970,0.088022,0.125436,5.991300,14.446735,36.462590,1.591578,31.201986,280.689919,1.591578,23.255264,12.655735,0.158898,0.951482,188.665339,0.071986,0.068792,2.339396,0.068610,0.899861,0.088022,1.591578,0.236218,171.366403,0.579586
0.596105,0.673530,0.122368,0.600847,0.501574,0.096610,1.155969,0.111562,0.111562,0.203377,10.173381,0.030363,1.817546,49.507997,45.529018,0.221312,0.202723,0.309150,0.030565,0.145887,1.459305,0.502176,1.140600,0.170959,0.030722,0.908146,0.673530,0.638629,0.160935,2.699666,0.136897,0.818968,0.204642,0.827206,5.797852,8.110661,0.096610,1.108951,0.122758,0.449324,0.480053,0.596105,44.287868,0.872429,0.111562,8.731753,0.562425,0.673530,6.779468,13.158131,0.309150,0.421435,0.216227,0.501574,0.211155,31.947111,0.373821,0.649067,0.673530,0.522589,1.364612,48.166697,5.665203,0.904012,1.394831,0.626751,11.499091,0.109823,0.162257,0.177587,0.063269,0.384817,0.076259,0.052574,0.018992,0.052574,0.044828,0.109823,13.773923,0.068360,0.111562,2.163125,3.673257,0.817365,0.501574,12.112198,55.200890,0.501574,12.509912,2.471573,0.149019,0.299255,51.455715,0.076259,0.093330,0.868634,0.078547,0.975646,0.068360,0.501574,0.301704,50.974667,0.242888
0.550881,0.426875,0.137115,0.575626,0.466794,0.108862,0.964458,0.154773,0.154773,0.210423,3.644860,0.038310,1.266279,35.508078,45.868357,0.118139,0.147015,0.323626,0.041748,0.168480,1.294420,0.433355,0.942692,0.128318,0.034412,0.766553,0.426875,0.475611,0.190299,1.979132,0.122746,0.711309,0.256654,0.809345,0.918687,3.007853,0.108862,1.000511,0.113254,0.354793,5.336598,0.550881,43.154285,0.453205,0.154773,2.849890,0.263604,0.426875,1.329216,3.085045,0.323626,0.473512,0.176673,0.466794,0.193311,20.619087,0.349312,0.665642,0.426875,0.368441,0.822736,33.393337,4.406894,0.567926,0.987739,0.553975,4.702159,0.090303,0.189016,0.142531,0.036036,0.364479,0.072915,0.042090,0.026987,0.042090,0.026338,0.090303,3.116856,0.237969,0.154773,6.684594,2.893657,0.740080,0.466794,10.939289,47.370244,0.466794,7.641946,2.141652,0.165816,0.279521,44.059404,0.072915,0.067109,0.899721,0.076892,0.994676,0.237969,0.466794,0.256038,43.551858,0.233007
0.990198,0.636728,0.194391,0.581590,0.678720,0.110506,1.313187,0.090324,0.090324,0.287495,17.696757,0.183760,1.826195,81.942961,86.185797,0.066453,6.203631,0.208245,0.018463,0.235911,1.950231,0.600643,1.475520,0.252468,0.123346,1.028913,0.636728,0.796410,0.249409,3.173309,0.222710,8.417722,0.245572,0.852287,1.917098,6.532554,0.110506,1.169144,0.235389,0.714503,0.534969,0.990198,45.431228,0.849527,0.090324,34.387022,7.361896,0.636728,2.327104,4.804553,0.208245,0.543102,0.225527,0.678720,0.287894,38.731939,0.557745,0.900298,0.636728,8.254170,3.638597,87.746260,17.180975,9.607201,11.047792,0.725992,18.673641,0.087925,0.142884,0.157085,0.025422,0.362438,0.091127,0.085239,0.005734,0.085239,0.018812,0.087925,13.112459,0.024167,0.090324,2.844338,4.765740,2.287293,0.678720,9.187796,82.413934,0.678720,3.677199,2.939502,0.191804,0.392696,80.950153,0.091127,0.094304,1.350452,0.092719,1.032941,0.024167,0.678720,0.245304,55.100241,0.340598
0.638333,0.464559,0.207503,0.458215,0.581479,0.067144,1.574949,10.133611,10.133611,0.250006,5.111688,6.421928,1.524262,43.651304,66.292907,0.060920,0.238775,0.208944,0.018397,0.204773,1.654853,0.490047,1.281421,0.191445,0.135291,11.833633,0.464559,0.699524,0.234171,2.695144,0.190312,0.900448,0.203955,0.666606,1.163594,4.001826,0.067144,0.990655,0.168223,0.506331,0.484441,0.638333,39.600025,0.676868,10.133611,3.973820,0.418584,0.464559,1.854572,3.757290,0.208944,0.477948,0.228244,0.581479,0.239653,25.380704,0.463514,0.777576,0.464559,0.611401,1.181363,48.019816,6.179176,0.838642,1.451085,0.618986,6.185145,0.213598,0.320681,0.280961,0.029458,0.686713,0.216347,0.108088,0.008602,0.108088,0.017844,0.213598,4.392082,0.031247,10.133611,2.430123,15.823914,1.184501,0.581479,12.323281,62.948133,0.581479,3.263868,2.631501,0.392074,0.331039,70.347874,0.216347,0.118663,1.064104,0.147887,2.075349,0.031247,0.581479,0.455384,62.917552,0.319970
1.344928,0.631969,0.246693,0.548509,1.100273,0.093039,1.490661,0.096549,0.096549,0.308210,8.115100,0.251321,2.292995,73.464993,89.887615,0.072418,0.266553,0.214246,0.028562,0.229533,2.355235,0.610856,7.083656,0.303866,0.061128,1.066503,0.631969,5.970552,0.290828,9.357998,0.306247,1.630730,0.287653,0.804058,1.520886,4.118200,0.093039,1.337148,0.214573,0.727833,0.704800,1.344928,69.523608,1.102065,0.096549,6.751950,0.497210,0.631969,2.732950,5.978437,0.214246,0.660231,0.384125,1.100273,0.393071,57.646966,0.628745,1.032968,0.631969,1.679644,2.607035,86.938485,47.995087,2.470323,3.591492,1.062777,9.599707,0.111007,0.180237,0.167879,0.035650,0.418918,0.110700,0.084918,0.008689,0.084918,0.018053,0.111007,11.995764,0.042975,0.096549,8.924588,16.151017,2.181735,1.100273,15.599438,94.332229,1.100273,4.466135,3.509469,0.260543,0.461408,100.907493,0.110700,0.098389,6.896457,0.093871,1.248495,0.042975,1.100273,0.279638,100.115083,0.397032
0.241788,0.278108,0.086922,0.465136,0.234602,0.040882,0.602712,0.106939,0.106939,0.159425,3.134217,0.182668,0.677754,17.147732,24.191162,0.063192,0.198666,0.186113,0.018894,0.129973,0.860238,0.263260,0.596234,0.086539,0.104323,0.644893,0.278108,0.361209,0.094120,1.301747,0.174386,0.472215,0.238498,0.706334,0.838626,5.080985,0.040882,0.691797,0.154775,0.327551,0.236586,0.241788,14.765104,0.350584,0.106939,2.676626,0.326799,0.278108,0.955324,1.886885,0.186113,0.207861,0.073287,0.234602,0.146986,10.079050,0.220832,0.390078,0.278108,0.414160,0.568459,19.835814,3.533513,0.531866,0.856394,0.280951,3.378340,0.166240,0.256027,0.226713,0.027739,0.558261,0.169778,0.146291,0.006823,0.146291,0.017284,0.166240,2.642710,0.029879,0.106939,1.179633,2.175958,0.682286,0.234602,3.410489,22.459391,0.234602,1.629424,1.314049,0.352353,0.144423,21.278882,0.169778,0.156298,0.485558,0.129940,1.729777,0.029879,0.234602,0.370892,18.766618,0.186734
0.992515,1.048817,0.250927,2.337641,0.935612,0.193300,2.095855,0.204180,0.204180,0.284197,24.010622,0.026216,2.907756,83.120986,104.962503,0.684642,0.267845,11.185261,0.023717,0.262425,2.676212,5.732242,1.924980,0.291479,0.032043,1.606208,1.048817,0.988927,0.302010,4.412812,0.195131,1.277683,0.234917,6.353020,6.652578,11.649703,0.193300,8.476326,0.188384,0.760814,0.753329,0.992515,83.410309,1.307614,0.204180,11.972311,1.080392,1.048817,8.023626,16.025063,11.185261,0.836799,0.444080,0.935612,0.305599,60.341455,0.677079,1.157239,1.048817,0.907465,2.385705,100.288095,9.746784,1.728907,2.532161,1.113737,21.447959,0.106416,0.162961,0.155063,0.056969,0.404193,0.066152,0.041178,0.055786,0.041178,0.029163,0.106416,16.756275,0.080243,0.204180,3.509560,5.883447,1.456644,0.935612,17.534306,112.987056,0.935612,14.570930,4.062677,0.182513,0.518654,105.875696,0.066152,0.074059,1.400945,0.063695,1.004494,0.080243,0.935612,0.251001,101.590886,5.603990
0.514614,0.390166,0.154628,0.467648,0.497534,0.073442,1.333434,0.164311,0.164311,0.191241,4.906691,0.273916,1.563401,44.832590,50.265547,0.063433,0.234319,0.196560,0.016832,0.195613,1.381280,0.405497,1.143953,0.170876,0.151020,1.182273,0.390166,0.645937,0.144649,2.372928,0.152686,0.778582,0.205001,0.696085,1.321945,13.187774,0.073442,0.934752,0.141969,0.450638,0.412478,0.514614,35.538947,0.608666,0.164311,3.972075,0.433365,0.390166,1.641603,3.395451,0.196560,0.378926,0.165126,0.497534,0.207027,27.374215,0.386479,0.741891,0.390166,0.556741,1.010407,43.188302,5.609910,0.754832,1.288099,0.533628,5.712536,0.149376,0.231103,0.212953,0.028251,0.517791,0.151941,0.130129,0.007072,0.130129,0.019026,0.149376,4.423290,0.027672,0.164311,2.133206,8.415545,1.125697,0.497534,11.465307,52.920105,0.497534,8.027070,7.424687,0.289777,0.262197,44.395181,0.151941,0.139729,0.896036,0.121275,1.554173,0.027672,0.497534,0.343048,47.522306,0.257409
2.434966,2.218883,0.604226,0.642052,2.270358,0.214493,11.138577,0.140083,0.140083,0.654323,58.144097,0.121513,7.211668,222.374986,275.380899,0.685887,0.574468,0.290287,0.015010,0.610254,17.837667,6.997680,4.477829,0.799430,6.540489,3.033569,2.218883,2.207127,0.716348,9.796251,0.802236,3.033460,0.328813,1.245224,9.586433,16.333883,0.214493,8.106174,0.407052,2.084727,1.589292,2.434966,200.759287,2.800208,0.140083,45.095944,9.906918,2.218883,12.421194,24.595268,0.290287,1.884221,0.707640,2.270358,0.690135,110.745654,1.805770,2.972176,2.218883,4.764372,7.829099,328.725710,33.345250,6.158578,16.213649,2.674969,77.433149,0.089339,0.142718,0.187825,0.029980,0.401947,0.093666,0.050898,0.006989,0.050898,0.023755,0.089339,46.246010,0.023261,0.140083,13.673753,13.450475,24.018137,2.270358,40.466162,356.765472,2.270358,26.665858,20.103411,0.180096,1.317828,277.021983,0.093666,0.060843,3.232573,0.090622,1.055011,0.023261,2.270358,0.278362,231.989374,6.088622
