4609,2521,10642,9775,54487,79727,5725,7073,10643,11338,1994,5976,3183,2332,,,,,,,,,,,,,,,,,,,,,,,,,,,
7073,11338,5976,3183,6426,10642,2521,9775,54487,2130,7072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7073,10643,11338,2521,6426,1994,10644,9775,10642,54487,389421,5976,2332,5725,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,2521,5725,11338,10642,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7073,5976,11338,9775,7072,4609,5725,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,3183,4609,9775,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,3183,1994,9775,54487,10643,5976,2332,2521,10644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
